Date,Open_Interest,Producer_Longs,Producer_Shorts,Swap_Dealer_Longs,Swap_Dealer_Shorts,Swap_Dealer_Spreads,Money_Manager_Longs,Money_Manager_Shorts,Money_Manager_Spreads,Other_Reportable_Longs,Other_Reportable_Shorts,Other Reportable Spreads,Total_Reportable_Longs,Total_Reportable_Shorts,Non_Reportable_Longs,Non_Reportable_Shorts
2022-11-29T00:00:00Z,317134,116701,123450,20771,13809,12736,50476,62708,32175,13600,5261,59002,305461,309141,11673,7993
2022-12-06T00:00:00Z,310041,114720,127339,20703,15835,12599,53468,58609,29605,13099,4045,53834,298028,301866,12013,8175
2022-12-13T00:00:00Z,321471,116112,134223,20650,16537,13725,57967,55805,32860,12144,3817,56486,309945,313454,11526,8018
2022-12-20T00:00:00Z,318275,119323,136335,20996,14907,12876,55040,55524,35062,11351,4111,51392,306038,310207,12237,8068
2022-12-27T00:00:00Z,336702,115749,143876,18905,17087,13061,67243,48600,38710,9958,7528,59934,323561,328797,13141,7905
2023-01-03T00:00:00Z,341622,116886,140787,19992,17083,13616,64880,50572,40528,10153,7631,62285,328340,332502,13282,9120
2023-01-10T00:00:00Z,361665,127371,152009,21348,15574,15844,70806,57332,40812,9895,8503,61662,347739,351735,13926,9930
2023-01-17T00:00:00Z,379299,135519,158894,22016,15534,19170,71060,59986,41127,10824,8429,66251,365968,369391,13331,9908
2023-01-24T00:00:00Z,363326,133249,151736,19686,13751,22588,59899,58604,40979,13464,6299,60739,350605,354696,12721,8630
2023-01-31T00:00:00Z,369971,136019,154946,20227,13909,22703,64027,60296,36814,13359,7222,64306,357456,360197,12515,9774
2023-02-07T00:00:00Z,330133,122065,140466,21206,14681,18967,54358,53865,33381,16364,5746,51801,318141,318907,11992,11226
2023-02-14T00:00:00Z,338141,120897,144497,17725,17279,18170,57875,46036,33574,15352,8876,61290,324883,329722,13258,8419
2023-02-21T00:00:00Z,364506,112856,153277,18102,20536,17240,80690,48647,37640,16236,10815,67200,349964,355355,14542,9150
2023-02-28T00:00:00Z,400240,118671,165440,17100,21603,17355,96558,52837,43880,14427,11007,78019,386011,390142,14229,10098
2023-03-07T00:00:00Z,414934,122077,169679,18704,22881,17121,101769,59255,48511,14524,9407,77512,400218,404368,14716,10566
2023-03-14T00:00:00Z,417504,135820,164414,20069,18159,19467,79282,64273,55295,15280,7651,76723,401934,405981,15570,11523
2023-03-21T00:00:00Z,427114,143499,175079,19050,20112,18554,71943,51422,64121,15075,7542,78978,411221,415808,15893,11306
2023-03-28T00:00:00Z,465489,136797,191824,17995,20983,21770,101639,50514,71785,13435,10222,85072,448493,452171,16996,13319
2023-04-04T00:00:00Z,496475,145901,202271,18483,20969,22263,107715,56225,79834,13797,10024,92210,480202,483797,16273,12679
2023-04-11T00:00:00Z,409583,108635,168829,19193,21150,17365,108430,56040,60823,14956,10067,63552,392955,397826,16628,11757
2023-04-18T00:00:00Z,407178,100854,162779,20930,20555,17768,114242,60766,60184,14020,10377,63406,391403,395834,15775,11344
2023-04-25T00:00:00Z,397587,91929,157732,23173,19678,15387,115738,62255,58352,14328,9848,63474,382382,386726,15205,10861
2023-05-02T00:00:00Z,399857,90713,152451,22567,18697,19692,111952,62461,61769,15083,11038,62672,384448,388780,15409,11077
2023-05-09T00:00:00Z,415733,93030,158819,23283,19215,20462,110721,59718,66890,17992,11814,68578,400957,405497,14777,10236
2023-05-16T00:00:00Z,419903,90439,156306,21934,19374,22152,113438,61455,70174,17444,11158,69016,404597,409636,15307,10268
2023-05-23T00:00:00Z,425866,89876,156837,22163,20146,22682,117175,63259,68226,18682,12897,70975,409779,415021,16086,10844
2023-05-30T00:00:00Z,426886,92046,158432,20099,19483,24902,116349,63893,67274,19324,11350,70153,410146,415487,16739,11398
2023-06-06T00:00:00Z,408645,86558,157096,19878,19376,18668,121132,63231,60591,20971,13042,64779,392577,396783,16068,11861
2023-06-13T00:00:00Z,423179,84509,161380,18214,22583,15723,134097,60207,68491,18398,15188,68557,407990,412130,15189,11049
2023-06-20T00:00:00Z,442261,97320,166811,19264,22188,19349,131974,63576,71685,17034,17476,70734,427359,431818,14902,10443
2023-06-27T00:00:00Z,448855,94289,168160,17904,21310,22999,130367,59679,75874,19201,16531,74012,434646,438565,14209,10290
2023-07-03T00:00:00Z,474518,94255,173383,18264,20483,24327,130210,54943,84333,19687,16342,89141,460217,462951,14301,11568
2023-07-11T00:00:00Z,470448,93452,171587,18217,19704,26752,125227,52603,88820,18833,15862,84761,456062,460089,14386,10359
2023-07-18T00:00:00Z,485826,106356,185226,18711,22491,27063,124729,50184,88510,18897,15075,87135,471401,475684,14425,10143
2023-07-25T00:00:00Z,499097,112227,190567,18321,22979,27281,127112,48715,90876,17248,15930,92669,485733,489015,13364,10082
2023-08-01T00:00:00Z,507457,115166,193769,19288,24208,29286,125289,47092,85859,17391,15238,101651,493930,497101,13528,10356
2023-08-08T00:00:00Z,412778,83327,156796,20398,22595,29370,113835,45486,63303,17986,12351,73935,402154,403836,10624,8942
2023-08-15T00:00:00Z,402174,87932,154466,16656,25159,31828,103079,36308,56900,16977,12204,78063,391435,394928,10739,7246
2023-08-22T00:00:00Z,401849,90817,157430,14737,22196,31731,105966,38495,51990,16011,12438,79084,390337,393365,11512,8484
2023-08-29T00:00:00Z,431329,95225,168284,15953,27439,29931,109751,34469,60594,16818,10900,90673,418945,422291,12384,9038
2023-09-05T00:00:00Z,434680,92277,171869,16521,25000,28247,113046,35732,65781,17396,10543,88042,421311,425215,13369,9465
2023-09-12T00:00:00Z,443495,88358,178861,17842,17017,28431,114910,35928,72165,17857,10942,90581,430143,433924,13352,9571
2023-09-19T00:00:00Z,440791,90524,179740,16431,17150,27055,114822,35281,76317,16266,9111,86181,427595,430835,13196,9956
